app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Snapchat,Social Networking,3.0,Useful but not without issues the developer the developer the app Slightly,236,3.3.0,2023-05-02,user_5400,
Fortnite,Games,4.0,Can't imagine life without it Slightly design design the developer features Extremely Slightly performance performance,271,3.4.6,2023-09-12,user_2462,
Khan Academy,Education,4.0,Changed my daily routine for the better performance performance design design this update Very Slightly this update Very design design Really Very,191,2.0.3,2022-02-03,user_8478,
SoundCloud,Music,5.0,Changed my daily routine for the better Slightly the app Slightly features the developer Extremely the app the app,277,4.9.8,2022-12-25,user_6640,
Twitter,Social Networking,5.0,"Best app on my phone, period. Really Really design performance Extremely Extremely Extremely Extremely the developer",450,5.0.0,2023-05-01,user_3167,
Instacart,Food & Drink,3.0,"Decent app, does what it says Extremely design Slightly features the developer the app Slightly",143,3.7.4,2022-08-12,user_8646,
Google Drive,Utilities,3.0,Useful but not without issues Really features features,85,3.8.9,2023-09-16,user_5631,
Google Drive,Utilities,1.0,"Too many ads, ruins the experience Really features the developer design Extremely performance design Extremely Very performance design design design the developer the developer",461,2.0.7,2022-10-30,user_5250,Thank you for your feedback!
Headspace,Health & Fitness,2.0,"Buggy and slow, needs a lot of work this update",46,5.3.5,2024-01-01,user_4643,We're working on it.
eBay,Shopping,1.0,Not worth the subscription price this update design design design Very Really Very Extremely design performance Very,237,3.1.3,2022-12-30,user_4659,
Strava,Health & Fitness,5.0,Can't imagine life without it Extremely Extremely design the app design this update features Really design this update design,452,4.8.4,2023-02-28,user_1885,
Notion,Productivity,4.0,Changed my daily routine for the better the app this update features the app Slightly performance performance the app the developer Very,217,1.0.7,2022-10-08,user_4430,
DoorDash,Food & Drink,5.0,Super intuitive and fast performance performance Very the app the app the app the app Really this update performance features design performance this update Really,340,1.3.3,2023-12-12,user_6641,
Notion,Productivity,4.0,"Best app on my phone, period. this update Slightly Really Really features the app this update this update the app the developer Very features",288,4.5.3,2022-06-18,user_7609,
TikTok,Social Networking,4.0,Changed my daily routine for the better Extremely Really this update Very,356,1.6.4,2023-07-02,user_1796,We're working on it.
Clash of Clans,Games,4.0,"Best app on my phone, period.",9,1.1.6,2023-03-31,user_7230,
Uber,Travel,5.0,Incredible features and smooth UI performance Extremely the developer Really the app Very this update the developer performance the app design this update the developer Extremely performance,99,4.3.9,2022-07-24,user_5308,We're working on it.
Microsoft Word,Productivity,1.0,Support never responds Extremely Really the app Extremely features Slightly Really the developer features design the developer Very Really,222,5.1.1,2022-09-20,user_4787,Thank you for your feedback!
VSCO,Photo & Video,1.0,Terrible battery drain Really design design design Slightly the developer the app Very design design Really Very the developer Slightly,146,4.9.4,2022-04-06,user_7105,
Evernote,Productivity,4.0,"Best app on my phone, period. the app the app design the developer the app the app design Very Very performance features design",256,1.6.9,2023-05-10,user_8178,
Amazon,Shopping,4.0,"Five stars, highly recommend! the developer design design performance design the app the app design the app Really the developer",492,1.8.9,2023-08-02,user_4669,
Airbnb,Travel,3.0,OK but could use some improvements the developer Extremely Slightly the developer Slightly design this update features Really the developer Very design design,279,2.1.7,2022-11-25,user_4946,
Snapchat,Social Networking,5.0,Absolutely love this app! this update Slightly design Really the app this update Really,257,4.7.5,2022-05-02,user_9148,
Candy Crush,Games,1.0,"Buggy and slow, needs a lot of work Really this update design performance features the developer design this update the developer the app Slightly design design",383,4.5.8,2023-09-27,user_8751,
Netflix,Entertainment,5.0,"Fantastic update, keeps getting better Really the developer Really",339,3.4.8,2023-06-19,user_7125,
Among Us,Games,5.0,Super intuitive and fast Very performance performance Very the developer Very features Slightly the app performance performance Very the app features design,177,5.1.7,2023-04-14,user_9260,
Venmo,Finance,5.0,Absolutely love this app! this update,32,4.9.7,2023-06-05,user_3903,We're working on it.
Evernote,Productivity,4.0,Super intuitive and fast Slightly the developer design,178,5.6.6,2023-09-16,user_5067,
Headspace,Health & Fitness,5.0,Can't imagine life without it the app Very the app performance performance Extremely performance design performance,267,5.3.3,2022-08-03,user_5760,
Google Drive,Utilities,4.0,Super intuitive and fast this update the developer Slightly Very Slightly,416,4.9.9,2023-11-15,user_7839,We're working on it.
VSCO,Photo & Video,5.0,"Five stars, highly recommend!",42,5.1.0,2023-01-26,user_3381,
1Password,Utilities,3.0,"Decent app, does what it says Extremely performance features the developer Very Really",396,3.3.8,2022-02-03,user_6876,Thank you for your feedback!
Candy Crush,Games,3.0,"Some features are great, others not so much Extremely performance performance Extremely the developer features Slightly features features Slightly this update Really",301,3.3.9,2023-03-30,user_4695,
Hulu,Entertainment,,Interface is confusing and cluttered performance features Extremely Very the developer Very,498,2.8.1,2023-01-22,user_1665,Thank you for your feedback!
Snapchat,Social Networking,5.0,Great customer support too Very this update Extremely Slightly performance Very Very Slightly,214,1.9.4,2023-05-18,user_6866,
Netflix,Entertainment,2.0,Support never responds features this update performance Very this update the app Slightly,263,2.5.5,2023-01-05,user_5809,
Hulu,Entertainment,4.0,Works flawlessly on my iPhone features design features Really the developer the app features the developer the developer features the developer Slightly features features Slightly,457,5.4.0,2023-06-14,user_7143,We're working on it.
PayPal,Finance,1.0,Not worth the subscription price Really design Very this update features Very features this update Really Really the developer performance design the app Very,417,5.6.1,2023-12-04,user_3519,
Coursera,Education,4.0,Can't imagine life without it Really,390,1.2.4,2023-07-26,user_2154,We're working on it.
TikTok,Social Networking,2.0,Terrible battery drain Slightly the developer the app Really the developer this update the developer the developer performance this update performance Really features,113,1.4.4,2023-09-14,user_2417,
Hulu,Entertainment,5.0,"Fantastic update, keeps getting better Slightly the developer the app this update Very Slightly performance this update features Very the developer features",412,3.0.8,2023-07-23,user_3316,
Among Us,Games,1.0,"Crashes constantly, very frustrating this update features Slightly performance features Slightly the app the developer this update Very Extremely design",216,2.1.2,2023-11-19,user_1891,We're working on it.
Coursera,Education,5.0,Great customer support too Extremely Really,248,1.3.9,2023-05-14,user_6420,
Notion,Productivity,4.0,Changed my daily routine for the better Extremely Really Very,356,4.7.5,2023-09-24,user_6008,We're working on it.
Todoist,Productivity,5.0,Works flawlessly on my iPhone design features Very Slightly performance performance the developer Extremely Slightly the developer Slightly,191,4.7.7,2023-01-03,user_6004,Thank you for your feedback!
Uber,Travel,5.0,"Best app on my phone, period. the developer Really Extremely design design",98,2.4.1,2022-03-19,user_1305,We're working on it.
eBay,Shopping,4.0,Absolutely love this app! performance Extremely Really Extremely design this update the developer Very Slightly design this update design,465,2.7.8,2023-06-07,user_2483,Thank you for your feedback!
SoundCloud,Music,4.0,Great customer support too,95,2.9.2,2023-06-11,user_3299,Thank you for your feedback!
Trello,Productivity,4.0,Super intuitive and fast performance the app Slightly Extremely,189,4.3.1,2022-09-28,user_7052,
Among Us,Games,5.0,Changed my daily routine for the better Slightly features design Really the developer Very features the developer Extremely performance this update,267,5.2.6,2023-11-01,user_7201,
Yelp,Food & Drink,4.0,,12,5.2.7,2022-06-19,user_4768,
PayPal,Finance,5.0,,354,3.1.7,2023-11-23,user_8844,Thank you for your feedback!
Instagram,Social Networking,2.0,Interface is confusing and cluttered the developer the app Extremely Very this update,272,2.8.0,2023-08-10,user_3406,
Trello,Productivity,4.0,Incredible features and smooth UI this update the app features the developer design,83,3.1.3,2023-04-05,user_8723,Thank you for your feedback!
Trello,Productivity,,Changed my daily routine for the better the developer performance design Very the developer Extremely performance Slightly the app this update Extremely Slightly Very,341,2.8.8,2023-12-02,user_7877,
Instacart,Food & Drink,4.0,"Best app on my phone, period. the app the developer Really performance this update",18,1.1.7,2023-11-07,user_3135,We're working on it.
Google Maps,Travel,,Absolutely love this app! this update Slightly Really this update Extremely design performance Slightly this update performance performance the developer Really,395,2.4.7,2022-08-27,user_2373,
Instacart,Food & Drink,5.0,Great customer support too Extremely Really performance Really this update this update Slightly Extremely design the app Very the app this update,402,3.8.6,2023-08-02,user_6990,We're working on it.
Snapchat,Social Networking,2.0,"Buggy and slow, needs a lot of work the app performance the app Slightly this update Extremely",454,3.9.5,2023-12-24,user_7522,
1Password,Utilities,5.0,"Best app on my phone, period. the app the developer Very Extremely the app Slightly this update",222,1.2.6,2023-10-14,user_1086,
Todoist,Productivity,5.0,"Fantastic update, keeps getting better Really Extremely Slightly the developer performance features the app the developer Extremely features Really performance Very",338,4.7.0,2022-07-26,user_9489,
